ProductionVolume;ProductionCost;SupplierQuality;DeliveryDelay;DefectRate;QualityScore;MaintenanceHours;DowntimePercentage;InventoryTurnover;StockoutRate;WorkerProductivity;SafetyIncidents;EnergyConsumption;EnergyEfficiency;AdditiveProcessTime;AdditiveMaterialCost;DefectStatus
915;8.815.873.712.627.700;9.668.649.591.498.790;0;19.400.494.516.117.800;7.388.667.358.697.170;13;30.796.553.611.254.600;8.218.734.312.354.830;0.05097596953454672;9.873.361.740.515.970;8;40.926.029.675.557.200;0.37398697455448215;6.689.990.119.080.800;18.838.809.688.676.400;1
758;1.042.779.639.807.700;9.154.706.802.439.330;3;20.277.226.177.697.400;8.247.592.412.005.700;9;4.454.075.736.807.920;5.614.152.939.165.480;0.09794629756423821;8.129.062.039.599.530;9;14.972.772.303.826.000;0.28939821412664957;9.244.464.681.819.170;39.142.783.828.759.600;0
615;12.087.400.325.097.700;9.292.814.750.456.170;1;3.560.713.460.414.950;7.733.523.392.459.760;17;4.155.231.236.880.980;8.863.736.729.932.470;0.006368724020035865;9.091.081.217.122.180;7;3.603.224.973.451.950;0.18645943801679526;8.294.732.059.282.180;47.815.285.488.098.200;1
646;5.684.731.182.535.750;8.916.726.958.852.610;2;0.7616020596207287;7.835.666.097.194.940;17;2.397.109.170.563.740;6.597.869.212.310.890;0.02000720008159318;817.479.235.204.343;7;4.845.743.903.600.450;0.4388459469210241;6.739.334.717.300.790;32.834.810.268.265.300;1
291;7.100.361.463.299.760;9.057.414.639.768.100;5;4.681.023.587.110.960;9.878.288.207.346.230;17;1.306.206.654.458.110;6.949.905.129.741.060;0.06272794576924252;8.885.534.072.073.860;6;1.771.295.269.053.380;0.23666765601776674;7.332.470.452.630.760;18.566.413.757.326.800;1
148;9.152.214.616.869.580;806.875.371.670.345;1;1.501.344.698.798.500;7.184.617.873.055.430;15;0.6854997339941649;947.355.553.526.843;0.03043643946670277;851.516.471.530.566;9;4.637.211.324.464.610;0.2425167548779797;9.288.146.043.684.780;4.271.249.855.529.040;1
611;1.957.299.036.351.570;9.277.926.043.946.560;5;49.985.294.235.894.100;8.509.297.878.092.680;19;24.399.007.754.162.900;3.316.927.152.315.500;0.08585042994398843;9.873.806.899.165.290;4;34.241.917.970.960.600;0.466404618874818;8.308.838.621.321.150;4.519.672.989.306.840;1
116;9.970.205.106.545.760;8.162.894.425.782.310;4;12.718.521.220.423.400;7.680.250.678.317.780;4;36.142.293.767.164.400;6.344.193.834.375.960;0.013941698706559503;8.026.150.772.771.880;8;3.363.779.469.326.840;0.4902389022391652;6.488.731.544.834.410;3.812.941.545.546.050;0
271;12.230.615.871.681.200;8.870.029.188.680.440;0;39.719.590.579.056.900;6.244.584.724.190.740;19;484.884.856.608.133;2.465.108.799.728.270;0.09631575235839414;8.782.407.262.282.910;6;12.076.907.292.834.600;0.45925238255380163;6.928.324.355.886.630;2.174.211.510.142.380;1
319;7.941.465.691.075.890;8.585.310.195.334.810;5;15.053.564.521.833.100;7.957.323.326.496.940;4;4.309.074.524.115.440;4.871.400.383.056.950;0.0912374891516527;9.564.085.499.413.900;2;39.932.011.135.455.900;0.4992938894244324;2.325.415.817.486.900;1.762.775.594.617.810;0
257;14.161.701.066.136.500;9.090.855.900.423.420;4;0.8638106073946429;9.253.373.316.180.430;19;10.212.047.762.408.000;3.184.787.998.409.640;0.08875290560107213;8.376.922.825.302.930;5;29.130.922.105.922.300;0.447563537560591;5.231.509.117.935.390;349.707.920.478.687;1
576;9.210.248.232.739.610;8.266.832.671.046.410;5;443.719.995.957.792;6.395.011.874.726.750;22;3.598.890.634.112.340;35.026.876.982.765.600;0.01730690417634161;9.631.176.409.332.500;2;38.846.975.673.405.300;0.38174300704803277;3.708.978.829.152.990;29.312.020.992.097.900;1
145;8.104.888.676.576.400;9.383.286.803.946.630;2;4.364.380.666.359.010;6.278.367.389.585.230;9;1.445.506.269.292.150;9.478.357.760.484.220;0.03294961242526443;9.719.450.175.649.640;5;4.236.724.413.786.420;0.21752775982858916;4.887.735.710.499.240;36.751.308.976.530.800;1
472;12.748.589.426.689.600;959.002.307.385.694;2;2.316.066.766.023.200;6.614.526.081.573.060;16;34.173.629.721.679.800;6.885.460.225.639.040;0.08040968422335275;9.416.005.999.291.540;7;30.951.854.934.891.100;0.48118281955995046;6.960.221.861.776.800;14.467.986.618.494.600;1
617;5.082.586.987.406.310;8.326.708.899.486.310;2;36.607.826.414.319.200;9.057.600.445.557.220;12;3.329.027.302.303.860;9.137.265.065.518.510;0.08078080655599462;8.418.138.364.852.340;8;20.545.772.531.132.500;0.4506507326455015;23.423.598.424.158.000;15.436.542.041.922.500;1
198;511.496.048.973.838;8.208.626.174.703.760;2;3.006.796.697.077.620;8.895.981.536.578.950;16;13.621.530.146.277.000;5.548.161.475.125.990;0.07051754152071324;8.544.077.313.163.120;1;15.662.899.655.712.500;0.1962987169662613;11.563.836.729.513.100;24.515.582.239.074.800;1
991;8.286.032.136.527.860;8.291.030.965.574.710;1;433.830.251.153.187;8.260.071.075.624.440;17;11.719.431.010.864.300;6.781.146.773.307.060;0.044805088153375174;8.333.869.457.390.720;5;1.642.012.511.729.650;0.2956649892967308;4.572.319.629.094.560;20.350.411.505.155;1
844;5.550.820.437.512.310;9.754.255.123.797.000;2;19.177.518.619.339.400;787.290.561.637.053;12;0.5196888129446292;2.256.756.097.543.410;0.031158927067343713;8.368.127.474.402.790;2;4.467.738.615.783.190;0.12802226425022006;38.996.588.303.925.100;3.477.354.524.370.680;1
136;662.038.631.196.037;9.056.378.523.512.710;2;28.565.257.999.954.300;9.553.303.258.810.480;16;0.2526981840231335;5.756.017.858.194.670;0.09629579361817271;807.298.459.295.075;6;14.943.123.825.215.500;0.4813235453068868;4.783.888.537.315.360;24.701.621.174.487.500;1
379;10.082.909.740.081.200;8.934.521.992.015.000;1;2.684.175.670.420.470;906.679.129.533.393;14;4.292.255.294.282.350;6.512.453.386.750.300;0.013926226988834601;9.714.630.162.396.530;3;2.538.776.292.186.270;0.32910733108858237;9.380.988.283.320.820;37.358.831.445.915.300;1
448;17.038.785.193.697.100;8.213.423.638.204.700;2;20.925.762.181.558.600;924.776.900.520.722;11;0.2492469731752084;213.422.171.412.436;0.0043754060961956115;9.057.004.574.855.670;4;2.337.098.585.156.120;0.1980802183712662;7.363.756.910.933.590;4.075.193.608.422.750;1
596;13.580.729.650.539.500;9.299.112.013.513.920;4;4.511.547.790.503.670;9.253.049.205.402.610;9;0.4437058326255705;8.315.913.414.589.120;0.0009130519989861141;8.655.518.447.774.100;9;4.461.822.666.955.880;0.2169597254495503;39.471.289.713.924.400;17.486.702.808.767.200;1
401;12.690.015.889.346.200;973.599.918.379.018;4;12.464.506.609.814.000;8.570.868.618.982.230;12;11.942.601.768.409.900;4.363.383.874.212.840;0.07750269096336886;8.579.153.992.126.810;5;29.107.740.027.771.600;0.4922625490519439;2.613.509.400.130.320;4.679.295.341.660.240;1
280;9.402.332.348.121.820;9.656.371.738.646.900;3;11.727.888.778.431.300;7.832.058.497.263.780;10;44.382.916.423.113.800;5.619.896.599.686.160;0.005670514596673948;9.089.392.592.895.170;7;49.857.856.693.925.500;0.3462457167216791;6.566.304.648.312.420;4.148.639.361.146.280;0
706;18.976.305.791.492.200;9.252.109.417.961.600;4;3.096.092.908.952.380;9.458.711.010.342.600;2;16.647.018.021.109.500;6.285.042.282.438.590;0.05386436044719121;8.653.369.643.579.890;1;3.948.218.985.212.570;0.2682732496425615;6.918.186.263.585.520;35.071.232.086.171.000;1
198;10.955.225.618.557.800;8.150.557.433.303.340;0;3.458.724.034.932.230;9.704.029.670.413.000;21;0.9589977872829608;9.937.577.225.027.460;0.036729244106730244;9.727.435.950.020.690;3;4.403.694.301.617.140;0.2999381847142153;5.352.604.154.900.510;46.357.154.189.925.400;1
799;6.306.391.501.936.570;8.224.794.054.352.020;0;13.757.866.444.605.400;6.095.224.173.033.370;9;35.777.774.789.754.700;2.793.473.174.993.460;0.014690789007220696;8.421.914.870.073.820;3;13.946.890.641.066.900;0.13942002895093736;2.914.846.971.599.440;20.634.749.984.767.900;1
215;1.425.599.774.176.700;809.861.797.421.965;0;22.582.284.901.458.000;6.206.219.493.065.000;10;15.953.487.743.434.200;6.442.236.497.795.980;0.07405954868872032;9.764.603.582.825.700;5;20.124.090.210.595.800;0.13000910402915042;12.569.973.475.287.700;2.686.852.807.888.070;1
290;6.707.575.902.149.020;8.514.958.432.984.930;1;4.759.537.293.404.340;983.497.318.763.375;5;16.668.331.903.809.800;62.447.531.664.021.500;0.005500683104393456;9.328.184.906.006.850;3;1.541.784.782.287.310;0.33708309732015396;33.909.462.772.054.500;13.431.479.216.024.000;1
352;1.017.834.714.202.530;8.271.322.934.320.750;4;1.609.778.402.108.030;7.108.642.455.376.770;0;369.488.297.969.268;25.512.775.648.254.500;0.031839383858545234;991.325.844.090.994;4;28.544.878.896.022.300;0.3048016145761266;5.114.534.493.611.650;2.824.727.284.628.430;1
260;12.611.179.080.767.100;8.520.096.080.504.860;0;35.076.231.595.282.700;9.493.477.758.597.670;5;12.582.640.780.415.200;7.071.506.881.560.990;0.05621912254200911;8.030.214.483.271.380;4;3.873.149.952.647.630;0.24366127652137648;8.091.408.577.982.420;30.256.029.183.908.800;1
355;1.811.333.787.027.760;8.770.116.111.437.920;3;38.306.722.716.391.500;755.518.047.584.561;4;44.838.002.385.281.200;4.294.835.471.150.480;0.040241572335625225;8.118.191.131.422.310;7;16.762.542.728.120.000;0.3264455810045458;868.378.445.960.655;3.464.267.694.640.240;1
422;1.240.319.870.510.170;9.885.965.568.142.270;1;25.165.791.475.932.100;6.476.400.230.437.420;6;28.071.083.899.917.200;28.301.437.293.169.600;0.025914819865920015;9.001.789.187.873.140;3;15.206.741.782.789.500;0.1290703797748689;4.716.411.037.002.670;12.561.568.523.374.600;1
227;15.533.881.490.474.900;9.220.752.119.563.380;3;4.718.866.940.418.120;6.321.772.800.837.330;21;268.915.855.586.207;34.291.354.473.476.200;0.09260010047060468;9.824.757.660.064.090;5;34.584.349.951.217.600;0.4775964685726185;816.511.649.215.175;11.298.640.769.348.000;1
117;19.892.252.584.986.000;9.669.947.571.365.920;4;38.149.553.084.845.500;6.626.031.596.321.820;11;1.323.761.175.331.040;8.588.825.865.723.140;0.09309703884986642;946.158.990.306.029;6;1.921.251.015.053.690;0.21748467511368874;9.940.175.411.960.370;26.795.606.611.243.800;1
892;6.972.336.798.469.720;9.420.703.001.424.660;2;25.606.606.093.740.400;6.999.572.779.469.450;11;4.175.471.700.649.620;2.832.998.099.499.150;0.04160945396092264;9.244.271.865.038.660;7;2.917.300.287.014.960;0.12871151626879956;7.449.493.373.670.060;1.756.533.249.103.700;1
834;9.120.972.882.792.790;8.225.006.261.053.260;3;3.062.008.407.992.420;7.954.073.415.723.300;6;28.637.477.543.575.000;5.735.419.105.922.590;0.03937444167614199;8.063.204.311.320.360;8;12.044.709.109.108.700;0.16780170902964164;7.557.391.284.412.660;40.351.533.686.098.500;1
665;10.918.641.133.964.600;9.471.840.812.747.890;2;3.616.760.495.412.950;8.805.991.602.263.130;1;0.7775827395261298;356.218.496.943.377;0.030738504748670094;8.708.327.576.825.210;9;3.722.451.248.269.850;0.13818956579300676;9.185.828.513.948.470;3.674.945.136.540.920;1
669;1.132.742.267.808.240;8.550.197.763.118.240;1;31.648.558.119.314.800;99.455.943.059.412;0;1.031.491.186.223.810;32.985.588.966.800.900;0.08557561929123605;8.691.705.785.805.710;7;31.652.655.265.682.100;0.1714418017438725;4.043.297.155.752.180;23.033.078.975.322.000;1
422;11.165.316.128.983.100;9.278.215.693.989.410;3;4.454.139.127.217.340;7.766.026.973.156.680;22;2.341.279.544.103.210;36.456.940.753.365.800;0.05679152859949044;9.084.171.364.519.810;3;3.589.691.595.834.530;0.26670162193064473;11.008.485.375.172.400;11.831.330.606.533.300;1
971;1.861.416.503.834.830;8.681.923.947.285.970;3;21.059.989.802.618.000;807.273.976.937.244;17;3.898.209.112.081.940;5.942.263.476.156.960;0.008952221290245522;8.515.655.558.693.520;3;2.101.625.520.238.980;0.39522035757420837;9.882.795.445.081.290;17.297.744.953.740.700;1
785;15.710.489.667.002.800;9.995.344.526.529.310;5;18.494.858.302.511.200;8.087.262.805.533.020;11;46.964.763.680.848.000;39.023.073.688.925.700;0.08533207031183676;853.431.143.035.552;9;21.144.119.014.461.200;0.20893933898201592;5.414.212.699.039.210;3.766.717.370.452.440;1
891;14.118.578.211.360.500;8.527.102.958.993.550;1;14.622.750.027.286.800;8.157.737.421.951.740;6;3.317.493.151.884.730;2.773.863.602.820.480;0.053488626995700075;924.172.160.015.352;4;4.205.442.132.363.030;0.27437064877665757;8.071.098.338.460.940;4.960.659.573.347.900;1
725;9.640.590.767.941.730;855.826.094.154.854;1;0.6700233562906781;8.070.962.628.417.840;18;2.530.716.247.791.490;8.411.206.953.977.340;0.04155918041059085;9.889.135.086.628.310;2;3.874.249.251.939.300;0.4715029151552945;831.242.023.848.366;2.305.841.620.398.320;1
387;1.735.685.576.331.940;9.861.344.511.124.790;0;0.693562839710249;60.350.990.202.476.700;21;12.536.598.875.601.200;6.318.571.225.373.480;0.03378649436435579;9.320.358.207.273.390;1;33.189.146.047.944.500;0.21832869573039018;4.577.650.093.720.260;4.207.985.147.861.570;1
953;19.325.907.672.274.800;8.049.288.809.272.640;4;4.415.248.368.991.770;6.006.899.288.439.360;2;3.364.339.802.278.740;32.548.292.189.485.700;0.009942659031294487;933.626.024.796.207;1;3.512.573.903.128.320;0.41788790130588394;5.871.457.420.500.860;44.683.859.663.950.200;1
762;173.179.742.382.534;9.393.377.975.746.390;3;3.552.769.158.826.580;63.906.652.725.044.900;9;49.111.987.792.675.300;5.771.438.789.057.360;0.09567021564008694;9.972.429.626.776.230;8;13.761.767.180.044.200;0.16312674899294657;58.592.397.345.641;11.927.234.886.339.000;1
738;5.023.476.577.872.090;9.450.652.781.471.750;3;34.723.958.694.641.800;6.406.226.413.716.710;10;2.381.112.377.696.170;2.546.899.998.983.270;0.07412435174723017;830.695.633.413.958;7;4.424.685.217.805.010;0.17132869850289906;2.981.944.084.098.250;4.664.886.391.688.850;1
254;14.546.020.552.751.100;9.672.757.154.820.790;1;3.265.892.685.206.980;8.819.587.635.819.180;4;0.810709394449477;6.643.438.908.950.060;0.013177756309898071;8.067.669.548.400.720;5;40.796.281.320.466.500;0.28246114939050626;2.058.750.405.048.640;28.648.108.174.798.100;1
589;57.670.307.216.315.100;9.948.878.621.276.950;1;4.321.486.151.123.470;6.819.664.130.064;1;0.5167029072708929;4.722.438.556.783.850;0.05112688191348344;9.491.027.901.492.590;8;33.619.661.352.937.900;0.19364090018655455;58.921.507.444.836.200;4.856.968.826.148.670;1
485;8.864.108.305.005.820;9.951.203.838.313.300;4;26.612.011.654.953.200;9.578.856.419.022.450;7;13.462.809.129.949.000;2.828.228.237.041.310;0.055557519778628696;8.877.574.866.379.740;4;4.674.380.524.403.620;0.4612112295177041;20.812.890.416.631.600;3.154.223.309.812.460;0
884;5.892.870.505.216.570;8.130.553.515.132.920;1;4.416.848.728.512.350;9.714.425.318.308.070;13;28.472.100.951.062.100;34.691.507.989.471.700;0.01678887570307558;8.857.646.709.504.010;9;1.674.551.630.797.590;0.12030091644939112;4.114.798.514.735.610;19.405.740.395.945.900;1
203;14.056.931.794.240.800;9.643.678.645.505.800;2;2.117.502.617.820.070;9.903.573.351.583.590;7;4.734.026.505.456.640;4.765.621.638.805.810;0.042722152886230394;8.450.606.752.726.060;0;37.466.295.441.366.600;0.33890902645753584;26.747.499.847.684.400;4.898.673.229.630.510;0
492;15.298.848.702.389.100;9.292.619.867.314.760;2;4.670.183.769.525.900;975.632.521.954.808;22;14.958.254.153.207.300;8.451.259.634.337.940;0.0645746115454008;9.013.726.081.038.070;7;48.519.271.106.086.400;0.3416917584598079;73.622.449.745.450.000;19.732.196.564.638.600;1
910;6.717.314.570.988.570;9.294.684.268.746.180;5;36.439.564.103.655.800;7.087.553.287.674.090;5;15.269.558.568.580.200;33.900.455.698.385.800;0.028401057181476008;8.884.344.687.449.740;2;22.400.358.582.796.800;0.12641037100777908;884.807.968.149.989;4.529.912.910.390.010;1
345;10.757.583.245.674.600;825.669.985.322.939;2;16.572.971.121.099.200;803.910.737.881.405;0;2.405.898.295.560.960;28.773.137.719.423.800;0.03316089548899483;8.690.900.015.692.650;8;10.611.692.562.700.300;0.3930256859483565;6.201.231.488.669.620;16.925.139.788.742;0
275;1.184.354.763.433.310;9.300.374.332.891.300;2;3.038.382.147.598.810;6.701.819.880.787.760;23;4.592.711.675.495.940;6.127.512.051.725.470;0.012202847706500809;8.885.490.318.676.830;0;3.939.469.867.876.530;0.2875590178048784;4.691.402.264.544.370;3.699.070.291.026.510;1
138;10.535.795.326.413.700;9.964.965.161.202.490;4;289.863.752.669.715;9.224.838.620.689.730;0;2.095.275.252.945.440;6.469.575.711.842.110;0.041324064432575615;876.766.954.144.578;2;10.279.212.978.245.000;0.3892293493979234;9.969.783.767.391.790;2.645.166.435.544.770;0
576;6.815.375.007.277.890;9.823.637.139.078.890;3;11.205.446.977.865.000;9.553.726.820.576.380;7;11.161.469.593.046.600;27.219.305.413.393.300;0.05838572847082947;9.879.792.716.179.070;0;4.490.134.596.728.660;0.43076999437402796;1.190.882.217.218.850;488.807.269.260.578;0
781;11.284.216.852.812.100;88.782.613.216.097;2;31.605.930.758.777.600;940.515.535.719.006;10;0.8156545749088567;4.275.875.833.658.410;0.011652554069931698;9.960.503.314.951.670;0;12.252.050.084.142.700;0.22915974079627754;37.390.697.578.353.000;17.390.905.245.570.100;1
858;16.267.670.717.126.200;807.989.594.657.219;5;19.165.353.067.263.100;7.733.467.794.787.330;17;22.850.768.463.624.000;41.021.123.033.140.300;0.06147843588350356;9.679.801.865.023.500;5;3.611.058.919.487.500;0.2937943531741951;3.508.058.373.823.000;2.635.178.692.032.320;1
637;6.065.114.967.998.830;872.458.698.000.041;1;0.7355694506432109;9.034.695.538.747.120;23;4.003.387.178.650.740;34.897.728.756.889.200;0.03977932147528124;998.082.818.202.425;3;25.087.365.776.926.000;0.20430431190720455;4.205.832.382.521.270;3.559.105.296.174.960;1
966;6.202.700.211.228.550;965.278.062.320.111;2;4.768.952.709.679.540;6.390.316.678.305.070;9;1.456.762.023.621.940;452.510.501.760.523;0.06781822543908082;853.143.885.805.836;9;18.133.626.148.669.300;0.180605385408934;3.075.361.670.426.520;4.910.481.693.101.760;1
917;10.321.569.377.539.700;9.402.998.202.930.330;5;3.386.706.660.789.290;6.160.979.082.477.000;11;25.626.131.961.532.100;2.296.868.092.306.370;0.0314836975516826;968.585.021.983.788;3;4.593.033.599.415.310;0.10023790321706297;3.378.365.518.883.100;2.215.452.306.525.360;1
507;19.125.885.674.283.800;8.918.687.311.187.910;4;4.446.135.193.418.810;9.012.945.657.235.040;19;3.015.041.362.112.740;7.212.398.263.627.820;0.05684992382916041;8.813.258.023.805.240;4;3.984.983.407.707.440;0.485452604831935;33.190.939.892.559.400;258.748.420.417.911;1
624;15.028.589.700.843.700;8.110.203.070.317.660;1;3.542.252.022.559.630;7.701.421.097.314.730;22;22.523.520.582.894.800;9.907.897.160.270.720;0.061280284825980136;9.492.272.795.555.500;2;23.617.622.645.730.400;0.2763713877318593;5.551.696.456.771.870;28.471.679.492.894.300;1
927;15.180.049.350.088.400;8.853.789.455.646.600;5;2.106.426.614.630.500;9.982.197.058.958.270;15;0.9584512067664469;70.723.741.397.539.900;0.06905073991461447;8.402.785.281.260.940;1;21.366.123.714.289;0.10522790922354962;45.194.974.933.098.700;20.108.019.651.847.000;1
605;10.428.799.862.567.900;8.938.049.879.435.760;2;28.070.963.254.796.500;638.901.686.342.213;4;4.608.728.389.674.270;488.861.160.435.029;0.07569389835372993;9.623.912.179.482.610;9;39.440.491.766.445.500;0.10357543102721928;6.753.520.917.864.170;4.269.418.801.614.560;1
924;13.904.911.868.128.000;9.857.111.065.788.270;3;3.540.860.421.562.290;9.422.510.726.140.930;15;282.724.617.617.242;7.343.282.409.165.410;0.013635170989990798;8.166.928.852.313.830;7;4.346.283.050.425.320;0.21534102742047803;5.629.610.438.809.160;1.367.982.423.009.210;1
135;5.151.967.760.416.150;928.217.220.716.432;1;4.821.135.463.406.460;7.919.932.262.115.960;23;3.645.671.919.569.420;657.212.736.818.861;0.09652427422002774;8.541.115.413.432.800;6;3.863.401.857.183.230;0.10557507148404738;26.507.966.713.275.700;38.191.597.268.252.100;1
784;14.541.440.696.143.100;8.623.305.833.309.290;1;16.415.125.660.476.300;9.308.600.782.015.500;11;31.802.150.271.896.600;8.774.063.444.698.750;0.08436454156537619;9.643.905.233.694.310;9;35.599.569.001.429.600;0.24980584706341935;8.290.404.810.410.570;3.135.715.879.830.140;1
119;1.869.930.421.364.350;9.050.636.528.901.440;3;4.437.396.763.808.520;926.850.912.868.058;5;49.902.401.086.378.600;6.974.996.487.856.000;0.05623187825986173;9.494.318.443.643.700;3;19.116.989.007.545.900;0.12517540057557916;5.249.756.785.065.010;196.770.782.394.285;1
420;14.188.602.025.172.200;8.132.110.615.644.320;1;4.658.350.123.824.210;966.396.800.544.831;4;228.155.067.219.328;7.072.610.836.969.980;0.0890358870778358;9.002.493.509.982.570;1;4.411.215.933.105.880;0.1157006364601239;2.379.083.661.153.840;29.713.218.941.361.900;1
875;18.105.478.901.995.100;9.945.136.471.299.470;2;35.168.698.159.653.000;7.191.400.045.144.410;0;2.124.861.866.495.460;3.773.313.506.183.940;0.038243296798074936;9.345.585.548.580.410;8;39.986.479.338.334.900;0.36775255762982006;250.191.858.635.796;431.979.636.877.682;1
611;15.859.595.831.991.400;8.720.119.803.861.450;1;469.069.982.330.602;9.799.197.413.848.010;18;18.006.993.304.500.300;5.325.017.908.300.740;0.0034286551606133478;8.371.148.048.991.850;7;30.690.971.590.656.500;0.4627365157771539;8.172.715.694.310.600;2.781.766.415.688.500;1
499;68.083.762.460.553.500;8.955.734.709.826.270;2;2.290.453.643.648.150;6.606.667.841.430.480;9;18.081.422.967.013.100;4.755.328.482.045.410;0.07270313808679431;933.552.724.469.256;3;3.046.351.049.067.120;0.26375463332091176;73.269.386.580.079.000;14.875.910.596.599.000;1
753;18.536.799.609.287.600;8.710.567.948.473.840;3;4.788.572.792.181.990;6.327.875.110.373.960;13;13.788.510.535.861.800;2.091.401.499.230.000;0.09433441493553602;8.015.952.334.682.980;4;32.766.921.112.293.800;0.43470817211037305;5.558.751.572.857.840;11.632.078.485.260.700;1
982;5.996.657.665.336.620;93.650.234.602.324;0;36.625.229.472.468.800;7.726.462.069.489.390;20;4.903.150.625.732.730;4.506.245.835.112.490;0.016185466357530234;9.666.431.734.763.010;9;4.313.105.576.714.650;0.11170618445429886;37.547.335.877.709.900;41.111.851.764.542.200;1
570;13.009.512.088.216.400;9.324.464.316.659.180;3;0.6890259533846536;931.329.187.456.737;2;4.353.910.171.509.550;5.888.496.994.583.600;0.06438739470163356;9.032.575.215.997.880;5;396.903.819.535.023;0.41107602238807306;5.144.698.331.173.680;23.217.325.833.361.600;0
242;7.132.056.856.901.860;9.430.644.621.058.270;2;4.580.927.743.185.730;7.893.684.522.533.780;5;15.833.650.247.860.800;6.798.789.065.680.640;0.08134255606523169;9.887.756.903.219.160;3;44.249.799.757.835.300;0.12511999692915637;6.728.351.834.242.390;47.249.787.862.965.400;1
191;5.175.599.160.963.560;8.536.286.459.223.840;4;26.801.276.406.493.600;9.317.146.710.122.050;4;1.526.145.223.249.170;9.476.551.573.683.640;0.09050670516380831;8.956.328.534.645.560;1;30.291.310.866.348.800;0.4353757692789407;891.354.085.686.563;34.685.887.240.020.800;0
453;11.330.513.901.914.500;8.631.336.962.328.130;3;2.571.471.431.500.240;891.874.722.317.722;16;0.517669935925274;3.912.910.074.878.530;0.0276527759115186;8.866.174.564.652.680;4;34.985.962.360.730.200;0.45294653794882567;6.002.810.809.108.550;2.745.135.564.672.650;1
933;9.425.610.614.812.340;8.250.502.462.192.410;4;30.490.997.269.083.500;6.837.713.544.555.730;17;4.385.154.302.547.460;32.194.319.288.684.600;0.012873380938473157;8.900.105.624.795.620;0;4.418.287.227.583.910;0.4143895369529257;34.906.176.529.637.500;32.578.596.806.028.500;1
899;12.290.007.406.964.000;9.311.019.943.692.220;4;11.722.304.604.705.200;9.795.526.499.597.850;11;18.588.302.541.330.300;8.955.565.511.991.660;0.02478501138759348;8.719.457.240.550.590;6;19.292.802.407.068.600;0.42829960976451564;13.846.592.322.413.000;28.285.305.796.505.300;1
826;13.657.998.301.018.200;8.079.594.254.671.300;2;2.611.247.218.553.290;6.243.124.674.517.610;4;2.863.076.960.725.630;953.477.995.270.758;0.05777216410191356;8.333.350.167.685.300;8;27.760.827.210.248.900;0.32459382653292757;25.790.955.032.506.600;46.232.443.295.331.400;1
953;565.608.608.463.421;9.195.364.671.046.910;2;4.240.072.475.229.850;959.311.883.017.518;8;4.501.888.644.404.650;5.903.633.988.648.670;0.09187282564955317;968.412.545.389.101;2;3.482.608.947.917.540;0.2059539770330608;6.851.598.585.962.160;28.320.874.774.691.600;1
150;6.845.049.426.856.180;9.739.391.769.703.260;0;0.569671066118819;7.217.773.795.961.490;11;20.405.032.423.710.200;2.921.732.490.000.410;0.05825358111985062;877.817.081.551.659;5;46.605.850.294.324.000;0.35729240106438664;24.439.327.014.174.100;14.162.580.343.549.800;1
764;1.337.963.594.675.630;9.781.664.296.579.260;5;17.281.272.214.596.700;8.000.592.332.657.590;19;4.034.340.217.114.200;588.310.639.421.577;0.09196213008359966;9.058.216.856.377.710;8;10.633.440.441.844.900;0.2758166596305446;5.333.855.978.291.050;33.883.521.566.338.300;1
797;10.147.510.297.589.800;8.898.075.520.739.920;1;0.511045638997299;7.689.407.490.802.930;8;21.514.281.312.437.800;287.554.661.682.615;0.0770037023691219;8.039.773.832.926.870;3;185.029.263.269.291;0.1021346243676184;7.290.595.139.287.460;3.491.924.184.601.270;0
674;1.593.760.231.324.170;8.918.607.376.426.140;3;23.707.008.911.743.100;6.687.338.227.667.660;2;35.047.046.950.887.600;90.654.846.296.053;0.059838946416780926;8.120.507.745.427.990;5;19.378.020.310.451.600;0.290730282573934;3.774.024.112.627.990;40.613.202.911.721.300;1
289;14.784.374.728.879.000;8.153.938.366.016.030;2;3.777.419.797.221.800;7.432.587.465.606.770;0;21.559.220.359.609.000;76.652.008.369.299.900;0.00217985092633296;9.194.366.458.955.680;2;2.306.450.721.047.170;0.3604751698202182;7.021.953.008.265.570;47.331.365.662.040.300;1
224;17.684.065.444.848.600;9.341.530.050.886.070;3;40.944.732.310.158.200;6.771.737.745.171.180;21;1.963.795.672.773.460;39.290.961.416.800.300;0.033307576787614125;9.758.456.165.027.210;8;21.271.464.816.827.100;0.10555346387652831;62.296.485.548.303.600;27.723.267.284.938.000;1
249;1.538.739.240.003.830;9.642.518.840.745.690;5;4.753.353.925.071.520;6.815.545.901.842.090;14;49.535.461.978.095.400;9.093.525.546.534.290;0.005745955722490626;898.679.165.605.215;6;3.360.555.142.248.950;0.34854413444326304;4.950.451.962.355.550;2.408.306.426.429.220;1
413;11.448.966.160.852.200;8.489.310.109.209.420;5;32.382.707.583.685.300;6.748.227.344.105.520;9;3.061.749.210.017.870;7.103.213.832.394.550;0.03222423502740284;8.329.949.161.210.120;6;4.542.481.057.018.980;0.3610127624867425;907.520.930.995.835;29.630.840.629.899.900;1
669;15.094.499.335.916.400;884.260.176.326.673;4;16.458.208.999.380.200;7.956.069.521.386.370;13;18.369.559.081.148.900;9.626.106.693.766.940;0.006233349815844081;8.232.254.628.731.930;3;35.479.113.642.895.500;0.16324303129555873;7.228.530.013.846.990;4.600.795.607.645.180;1
